Total Price,Type,Location,Bath,Bedrooms,Precinct,Total Area
14500000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.125,0.046771733604473814
7500000,1.0,0.0,0.2857142857142857,0.16666666666666666,0.0,0.03711235383833249
37500000,0.0,0.0,0.7142857142857142,0.6666666666666666,0.0625,0.23741738688357905
14000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.0625,0.046771733604473814
17500000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.4375,0.08490086426029486
15300000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.1875,0.1026944585663447
20000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.6875,0.060498220640569395
15500000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.125,0.046771733604473814
26000000,0.0,0.0,0.42857142857142855,0.5,0.8125,0.16115912557193696
42500000,0.0,0.0,0.5714285714285714,0.6666666666666666,0.875,0.12150482968988306
24000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.6875,0.08490086426029486
26000000,0.0,0.0,0.5714285714285714,0.5,0.5,0.12150482968988306
28000000,0.0,0.0,0.42857142857142855,0.5,0.0625,0.11032028469750889
14500000,0.0,0.0,0.42857142857142855,0.33333333333333337,0.125,0.046771733604473814
19600000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.6875,0.059481443823080835
23500000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.6875,0.08490086426029486
17500000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.375,0.08490086426029486
19500000,1.0,0.0,0.2857142857142857,0.33333333333333337,0.0,0.11032028469750889
22200000,0.0,0.0,0.42857142857142855,0.5,0.8125,0.16115912557193696
4700000,1.0,0.0,0.0,0.0,0.0625,0.014234875444839857
4500000,1.0,0.0,0.0,0.0,0.0625,0.011692933401118454
7500000,1.0,0.0,0.14285714285714285,0.16666666666666666,0.0625,0.045246568378240974
7500000,1.0,0.0,0.14285714285714285,0.16666666666666666,0.0625,0.03711235383833249
5376000,1.0,0.0,0.0,0.0,0.5625,0.012201321809862737
5376000,1.0,0.0,0.0,0.0,0.5625,0.012201321809862737
14500000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.3125,0.060498220640569395
8600000,0.0,0.0,0.42857142857142855,0.5,0.125,0.046771733604473814
10800000,1.0,0.0,0.14285714285714285,0.16666666666666666,0.3125,0.041179461108286734
20500000,0.0,0.0,0.42857142857142855,0.5,0.8125,0.16115912557193696
29500000,0.0,0.0,0.5714285714285714,0.6666666666666666,0.875,0.12150482968988306
9100000,1.0,0.0,0.14285714285714285,0.16666666666666666,0.4375,0.03711235383833249
38500000,0.0,0.0,0.5714285714285714,0.6666666666666666,0.875,0.11032028469750889
22500000,0.0,0.0,0.42857142857142855,0.5,0.75,0.16115912557193696
17300000,0.0,0.0,0.42857142857142855,0.5,0.375,0.1026944585663447
16000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.25,0.059481443823080835
20500000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.4375,0.08490086426029486
12500000,1.0,0.0,0.14285714285714285,0.16666666666666666,0.0625,0.045246568378240974
17000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.3125,0.060498220640569395
23500000,0.0,0.0,0.42857142857142855,0.5,0.0625,0.16115912557193696
5376000,1.0,0.0,0.0,0.0,0.5625,0.012201321809862737
15000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.25,0.060498220640569395
16000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.375,0.1026944585663447
15000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.1875,0.1026944585663447
18800000,0.0,0.0,0.42857142857142855,0.5,0.375,0.1026944585663447
16800000,1.0,0.0,0.2857142857142857,0.33333333333333337,0.0625,0.11032028469750889
6500000,1.0,0.0,0.14285714285714285,0.16666666666666666,0.0625,0.03711235383833249
41000000,0.0,0.0,0.14285714285714285,0.16666666666666666,0.875,0.12252160650737164
8732000,1.0,0.0,0.14285714285714285,0.16666666666666666,0.0625,0.03253685815963396
15500000,0.0,0.0,0.42857142857142855,0.33333333333333337,0.125,0.046771733604473814
22500000,0.0,0.0,0.5714285714285714,0.5,0.75,0.16115912557193696
19200000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.3125,0.08490086426029486
19500000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.4375,0.08490086426029486
6600000,1.0,0.0,0.14285714285714285,0.16666666666666666,0.0625,0.02999491611591256
14500000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.0625,0.046771733604473814
26000000,0.0,0.0,0.5714285714285714,0.5,0.5,0.12150482968988306
6800000,1.0,0.0,0.0,0.16666666666666666,0.0625,0.045246568378240974
25000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.4375,0.08490086426029486
13800000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.1875,0.1026944585663447
21400000,0.0,0.0,0.42857142857142855,0.5,0.8125,0.16115912557193696
4700000,1.0,0.0,0.0,0.0,0.0625,0.014234875444839857
15000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.125,0.046771733604473814
9500000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.5,0.021352313167259787
16000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.1875,0.1026944585663447
21000000,0.0,0.0,0.42857142857142855,0.5,0.75,0.16115912557193696
21000000,0.0,0.0,0.42857142857142855,0.5,0.75,0.16115912557193696
21000000,0.0,0.0,0.42857142857142855,0.5,0.75,0.16115912557193696
15200000,0.0,0.0,0.14285714285714285,0.16666666666666666,0.1875,0.1026944585663447
15200000,0.0,0.0,0.14285714285714285,0.16666666666666666,0.1875,0.1026944585663447
9500000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.125,0.046771733604473814
36000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.875,0.12150482968988306
7000000,1.0,0.0,0.14285714285714285,0.16666666666666666,0.0,0.03711235383833249
9000000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.0625,0.046771733604473814
19200000,0.0,0.0,0.42857142857142855,0.33333333333333337,0.4375,0.08490086426029486
7917000,1.0,0.0,0.0,0.0,0.0625,0.025927808845958314
43500000,0.0,0.0,0.5714285714285714,0.6666666666666666,1.0,0.23741738688357905
16400000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.375,0.08490086426029486
9600000,1.0,0.0,0.14285714285714285,0.16666666666666666,0.0,0.03711235383833249
19800000,0.0,0.0,0.2857142857142857,0.33333333333333337,0.3125,0.08490086426029486
35500000,0.0,0.0,0.7142857142857142,0.6666666666666666,0.5,0.23741738688357905
22000000,0.0,0.0,0.5714285714285714,0.5,0.8125,0.16115912557193696
6800000,1.0,0.0,0.2857142857142857,0.16666666666666666,0.0625,0.045246568378240974
15500000,0.0,0.0,0.42857142857142855,0.33333333333333337,0.375,0.1026944585663447
15000000,0.0,0.0,0.42857142857142855,0.33333333333333337,0.1875,0.1026944585663447
12500000,0.0,0.0,0.42857142857142855,0.5,0.0625,0.046771733604473814
15200000,0.0,0.0,0.14285714285714285,0.16666666666666666,0.1875,0.1026944585663447
13000000,0.0,0.0,0.14285714285714285,0.16666666666666666,0.125,0.046771733604473814
13000000,0.0,0.0,0.14285714285714285,0.16666666666666666,0.125,0.046771733604473814
13000000,0.0,0.0,0.14285714285714285,0.16666666666666666,0.125,0.046771733604473814
